"zmian temperatury i warunków pogodowych","changing temperature and weather conditions"
"zmianami klimatu nie będzie możliwe","climate change will not be possible"
"zmianą klimatu będzie tworzyć integralną","climate change will form an integral"
"zmiany demograficzne oraz innowacje techniczne","demographic change and technological innovation"
"zmiany klimatu będą miały głębokie","climate change will have profound"
"zmiany klimatu będą miały wpływ","climate change will have an impact"
"zmiany klimatu są procesem nie","climate change is a process that"
"zmiany klimatu w odległej przyszłości","climate change in the distant future"
"znaczącą presję na samozwańczy rząd","significant pressure on the self-proclaimed government"
"znaczącym rynkiem pochodzenia i przeznaczenia","meaningful origin and destination market"
"znaczenie jakościowe dla ich rozwoju","qualitative importance for their development"
"znaczenie ścisłego i ciągłego dialogu","importance of close and continuous dialogue"
"znaczną presję na rynek poprzez","considerable pressure on the market through"
"znacznego negatywnego wpływu na zdrowie","significant negative impact on health"
"zużycia energii oraz innych zasobów","consumption of energy and other resources"
"zużycie energii oraz inne informacje","energy consumption of and other information"
"zużyciem innych zasobów oraz by","consumption of other resources and to"
"związkom gospodarczym i handlowym pomiędzy","close economic and trade links between"
"że bardziej szczegółowa ocena oddziaływania","that a more detailed impact assessment"
"że każdy zakład lub przedsiębiorstwo","that any establishment or undertaking"
"że nieliczne pozytywne wyniki gospodarcze","that the few positive economic results"
"że poprzez bliską współpracę nad","that through close cooperation at"
"że potencjalny klient nie może","that the potential customer can not"
"że przygotowania na zmiany klimatu","that preparation for climate change"
"że regionalne ramy euromed mogą","that the regional euromed framework can"
"że rozwój ekonomiczny jest niezbędnym","that economic development is essential"
"że rozwój społeczny i ekonomiczny","that economic and social development"
"że równość płci jest zasadniczym","that gender equality is a fundamental"
"życie wiejskie i wielofunkcyjne rolnictwo","country life and multifunctional agriculture"
"żywnościowych była szybka i wydajna","food products be quick and efficient"
